,NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO
58330,Priscila Prenda Sant' Anna,770.544.213-29,75,203346.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,3855.78,1415.63
58832,Fatima Cunha Cristina,647.362.986-69,74,31450.0,2024-06-04,71-75,120,0.33,2024-06-04,0.87,495.91,118.51
39523,Fatima Silva Matos,883.880.977-17,38,242011.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,4553.87,2421.27
48090,Marcelo Prenda Ferreira,956.091.510-07,76,289448.0,2024-06-03,76-80,72,0.51,2024-06-03,0.87,6368.24,2373.86
18391,Samuel Souza Santos,723.797.006-21,26,127675.0,2024-06-03,26-30,84,0.0091,2024-06-03,0.87,2155.96,1033.57
197886,Leticia Cunha Costa,928.584.591-69,78,65056.0,2024-06-06,76-80,72,0.51,2024-06-06,0.87,1431.32,533.55
3040,Gabriel Oliveira Sant' Anna,486.206.215-64,82,94194.0,2024-06-03,81-85,120,0.838,2024-06-03,0.87,1851.44,242.61
44287,Rosimeri Oliveira Costa,133.846.466-30,57,294772.0,2024-06-03,56-60,36,0.071,2024-06-03,0.87,9691.27,6917.47
113212,Irani Maia Rodrigues,492.105.733-82,64,48187.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,844.77,372.06
152066,Pedro Costa Oliveira,497.741.882-41,81,26566.0,2024-06-06,81-85,108,0.838,2024-06-06,0.87,540.54,86.79
16798,Samuel Costa Maia,937.466.059-89,25,189244.0,2024-06-03,21-25,48,0.0073,2024-06-03,0.87,4847.81,3187.57
164560,Daniel Cristina Matos,942.494.573-62,22,246547.0,2024-06-06,21-25,72,0.0073,2024-06-06,0.87,4633.36,2470.4
147581,Alexandre Rodrigues Sant' Anna,115.563.166-82,80,149382.0,2024-06-05,76-80,60,0.51,2024-06-05,0.87,3677.28,1615.81
43994,Gloria Cristina Sande,098.545.904-29,59,91337.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,1449.19,589.71
183284,Fatima Silva Albernaz,150.693.449-86,86,127430.0,2024-06-06,86-90,108,1.27,2024-06-06,0.87,3035.36,308.36
18286,Alexandre Silva Albernaz,814.571.925-94,26,249666.0,2024-06-03,26-30,60,0.0091,2024-06-03,0.87,5372.38,3177.57
178953,Igor Cunha Santos,254.185.560-53,46,61885.0,2024-06-06,46-50,48,0.033,2024-06-06,0.87,1594.53,1035.71
191746,Pedro Sant' Anna Cristina,989.393.555-55,40,250654.0,2024-06-06,36-40,36,0.0112,2024-06-06,0.87,8155.66,5946.9
59687,Augusto Sande Costa,502.852.547-15,75,78682.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,1384.8,440.62
117353,Priscila Cristina Prenda,075.103.867-99,30,233194.0,2024-06-05,26-30,84,0.0091,2024-06-05,0.87,3937.79,1887.78
99600,José Rodrigues Maia,793.320.755-30,82,64964.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,1381.37,271.78
9190,Leticia Cunha Sant' Anna,271.782.330-10,75,26217.0,2024-06-03,71-75,96,0.33,2024-06-03,0.87,461.42,146.82
175789,Igor Costa Albernaz,787.739.076-93,43,25406.0,2024-06-06,41-45,36,0.0195,2024-06-06,0.87,827.84,601.85
106515,Maria Oliveira Cunha,606.468.546-82,93,107172.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,5404.04,1481.54
18739,Alexandre Silva Cristina,402.582.498-11,28,36719.0,2024-06-03,26-30,60,0.0091,2024-06-03,0.87,790.13,467.33
189198,Irani Costa Ferreira,178.935.541-93,38,262279.0,2024-06-06,36-40,60,0.0112,2024-06-06,0.87,5647.07,3335.87
175338,Priscila Albernaz Souza,291.899.011-69,42,161727.0,2024-06-06,41-45,84,0.0195,2024-06-06,0.87,2741.52,1302.96
135428,Noemi Prenda Silva,641.350.750-02,87,288081.0,2024-06-05,86-90,120,1.27,2024-06-05,0.87,6692.25,527.32
174020,Augusto Cristina Albernaz,508.855.990-98,44,121342.0,2024-06-06,41-45,36,0.0195,2024-06-06,0.87,3953.87,2874.53
163153,Marcelo Ferreira Pereira,532.623.643-55,64,196173.0,2024-06-06,61-65,72,0.111,2024-06-06,0.87,3812.0,1887.54
166993,Charles Costa Pereira,998.822.306-44,24,155579.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,2101.71,736.82
42072,Marcelo Cristina Rodrigues,046.891.333-52,60,109200.0,2024-06-03,56-60,120,0.071,2024-06-03,0.87,1522.34,494.77
107780,Ana Sant' Anna Rodrigues,887.125.674-34,98,111384.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,4162.42,85.77
120971,Alexandre Oliveira Matos,617.621.466-14,55,40497.0,2024-06-05,51-55,120,0.05,2024-06-05,0.87,558.76,186.19
177793,Samuel Costa Pereira,787.226.903-10,49,35478.0,2024-06-06,46-50,72,0.033,2024-06-06,0.87,672.31,351.94
26096,Alexandre Oliveira Albernaz,967.539.476-55,45,173617.0,2024-06-03,41-45,96,0.0195,2024-06-03,0.87,2696.82,1152.5
27297,Gabriel Pereira Oliveira,788.944.354-40,49,241927.0,2024-06-03,46-50,60,0.033,2024-06-03,0.87,5240.31,3055.71
121224,Telma Prenda Silva,002.356.140-84,53,35650.0,2024-06-05,51-55,48,0.05,2024-06-05,0.87,922.09,594.11
116949,Marcelo Matos Silva,213.531.229-05,21,235006.0,2024-06-05,21-25,48,0.0073,2024-06-05,0.87,6020.08,3958.37
135622,Carlos Albernaz Prenda,981.310.975-01,69,131946.0,2024-06-05,66-70,120,0.18,2024-06-05,0.87,1939.09,553.66
165815,Rosimeri Matos Souza,891.601.594-48,22,34771.0,2024-06-06,21-25,60,0.0073,2024-06-06,0.87,747.84,442.79
20838,Telma Silva Costa,970.487.367-04,53,180028.0,2024-06-03,51-55,36,0.05,2024-06-03,0.87,5897.3,4241.04
69565,Priscila Costa Cristina,588.649.188-09,28,147629.0,2024-06-04,26-30,36,0.0091,2024-06-04,0.87,4801.73,3503.92
115155,Fatima Cristina Oliveira,799.753.849-60,21,63567.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,982.41,424.74
132801,Noemi Santos Pereira,470.504.431-23,86,31597.0,2024-06-05,86-90,72,1.27,2024-06-05,0.87,864.37,188.19
60210,Samuel Cunha Rodrigues,450.004.763-87,74,92220.0,2024-06-04,71-75,108,0.33,2024-06-04,0.87,1527.97,421.33
36810,Priscila Oliveira Sant' Anna,251.356.976-83,70,245877.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,3613.43,1031.72
103171,Irani Silva Rodrigues,748.139.769-48,98,58753.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,2325.12,174.76
192235,João Souza Sande,206.284.241-40,58,103562.0,2024-06-06,56-60,36,0.071,2024-06-06,0.87,3404.83,2430.31
111968,Augusto Sant' Anna Matos,735.852.818-26,63,57091.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,1000.86,440.8
102136,Marcelo Sant' Anna Sande,040.181.744-03,81,271526.0,2024-06-05,81-85,120,0.838,2024-06-05,0.87,5337.0,699.34
129920,Fatima Albernaz Costa,492.288.739-30,33,45564.0,2024-06-05,31-35,108,0.0095,2024-06-05,0.87,655.23,254.49
105123,Pedro Rodrigues Souza,799.290.350-10,96,270460.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,12043.83,2144.99
41419,Charles Ferreira Souza,267.513.535-61,39,224303.0,2024-06-03,36-40,108,0.0112,2024-06-03,0.87,3228.08,1251.52
39845,José Prenda Souza,632.677.474-81,40,34734.0,2024-06-03,36-40,84,0.0112,2024-06-03,0.87,586.99,280.91
164945,Fatima Sande Sant' Anna,002.898.543-50,22,44537.0,2024-06-06,21-25,96,0.0073,2024-06-06,0.87,688.31,297.59
33987,Charles Silva Oliveira,704.402.185-94,88,67034.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,1994.35,559.82
187179,Samuel Matos Pereira,142.390.488-50,68,127161.0,2024-06-06,66-70,120,0.18,2024-06-06,0.87,1868.77,533.58
130802,Igor Costa Albernaz,946.198.845-10,33,159582.0,2024-06-05,31-35,120,0.0095,2024-06-05,0.87,2158.15,754.63
180699,Irani Costa Cristina,629.986.876-79,35,40780.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,877.61,518.95
188331,Gloria Albernaz Cunha,725.115.611-31,69,222070.0,2024-06-06,66-70,48,0.18,2024-06-06,0.87,5913.59,3581.86
80823,Marcelo Pereira Rodrigues,171.539.041-58,31,284943.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,5358.76,2852.69
52048,Noemi Souza Cunha,295.837.488-20,82,195723.0,2024-06-04,81-85,96,0.838,2024-06-04,0.87,4161.77,818.82
82410,Leticia Albernaz Pereira,769.109.986-00,35,115900.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,2179.66,1160.32
188840,Priscila Cunha Ferreira,529.283.279-08,36,38741.0,2024-06-06,36-40,84,0.0112,2024-06-06,0.87,654.7,313.31
56481,Gabriel Rodrigues Souza,466.919.673-13,96,257636.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,9557.41,127.93
148880,Daniel Maia Matos,193.245.623-63,78,155768.0,2024-06-05,76-80,108,0.51,2024-06-05,0.87,2782.98,633.38
133043,Priscila Sant' Anna Sande,051.114.625-62,90,68326.0,2024-06-05,86-90,120,1.27,2024-06-05,0.87,1587.24,125.06
1,Alexandre Oliveira Souza,492.456.183-58,81,163290.0,2024-06-03,81-85,108,0.838,2024-06-03,0.87,3322.46,533.47
154944,Alexandre Prenda Pereira,602.075.534-75,98,229958.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,11595.4,3178.94
175578,Marcelo Pereira Maia,864.549.161-38,41,29068.0,2024-06-06,41-45,60,0.0195,2024-06-06,0.87,627.29,368.73
170395,Priscila Santos Santos,227.878.663-60,28,105053.0,2024-06-06,26-30,120,0.0091,2024-06-06,0.87,1420.43,496.91
120550,Priscila Prenda Maia,505.302.152-09,51,268431.0,2024-06-05,51-55,72,0.05,2024-06-05,0.87,5114.84,2645.27
43066,Leticia Silva Matos,212.358.257-36,56,143928.0,2024-06-03,56-60,84,0.071,2024-06-03,0.87,2486.55,1132.19
130745,Pedro Rodrigues Cristina,987.878.175-51,34,56957.0,2024-06-05,31-35,84,0.0095,2024-06-05,0.87,961.94,461.0
92920,Carlos Souza Santos,291.055.859-29,57,89538.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,2326.87,1484.32
49745,Leticia Sant' Anna Rodrigues,730.391.317-37,83,57979.0,2024-06-04,81-85,120,0.838,2024-06-04,0.87,1139.61,149.33
154175,Leticia Albernaz Matos,990.065.944-90,96,150526.0,2024-06-06,91+,96,2.79,2024-06-06,0.87,5689.73,180.48
161472,Leticia Souza Prenda,922.475.124-53,65,224734.0,2024-06-06,61-65,48,0.111,2024-06-06,0.87,5892.98,3688.34
33613,Gloria Cristina Sande,924.323.884-10,87,186766.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,4338.66,341.87
120889,Pedro Cristina Sant' Anna,067.224.723-29,53,206019.0,2024-06-05,51-55,36,0.05,2024-06-05,0.87,6748.7,4853.33
81504,Rosimeri Pereira Matos,354.639.448-81,34,291527.0,2024-06-04,31-35,96,0.0095,2024-06-04,0.87,4509.6,1945.62
29808,Carlos Oliveira Sant' Anna,172.931.976-91,50,254924.0,2024-06-03,46-50,84,0.033,2024-06-03,0.87,4342.97,2041.01
33179,Fatima Cunha Prenda,383.606.487-19,90,79309.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,2359.55,662.34
18892,Leticia Maia Rodrigues,914.800.654-80,30,125863.0,2024-06-03,26-30,120,0.0091,2024-06-03,0.87,1701.8,595.34
17070,Irani Rodrigues Rodrigues,602.197.011-05,25,280592.0,2024-06-03,21-25,48,0.0073,2024-06-03,0.87,7187.84,4726.21
103624,Pedro Cristina Pereira,485.681.452-48,93,211846.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,8383.69,630.13
199169,Telma Maia Silva,324.148.385-15,79,168567.0,2024-06-06,76-80,72,0.51,2024-06-06,0.87,3708.7,1382.48
12613,José Santos Silva,433.237.126-76,64,137160.0,2024-06-03,61-65,108,0.111,2024-06-03,0.87,2065.07,719.53
172585,Carlos Sant' Anna Sande,388.403.919-91,54,174955.0,2024-06-06,51-55,48,0.05,2024-06-06,0.87,4525.2,2915.61
99541,Priscila Cristina Silva,242.519.130-51,83,216657.0,2024-06-05,81-85,36,0.838,2024-06-05,0.87,8106.61,4406.11
55226,Ana Sant' Anna Sant' Anna,739.392.530-30,99,73117.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,3026.21,350.13
51658,Gabriel Costa Sande,147.874.229-10,82,212012.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,4771.5,1150.34
65027,Charles Santos Cunha,472.777.986-27,25,90439.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,1945.12,1151.7
125093,Irani Matos Souza,318.081.345-83,42,117148.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,1819.68,777.65
87494,Alexandre Silva Matos,857.054.558-44,70,273551.0,2024-06-04,66-70,72,0.18,2024-06-04,0.87,5433.71,2561.42
164092,Noemi Sant' Anna Silva,024.194.417-10,63,180856.0,2024-06-06,61-65,48,0.111,2024-06-06,0.87,4742.41,2968.21
115949,Telma Ferreira Prenda,399.051.572-12,22,225136.0,2024-06-05,21-25,60,0.0073,2024-06-05,0.87,4842.13,2867.01
25105,João Santos Matos,308.748.769-40,45,108985.0,2024-06-03,41-45,84,0.0195,2024-06-03,0.87,1847.46,878.04
39869,Carlos Santos Costa,298.487.324-62,39,195426.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,3677.29,1955.2
14111,Samuel Santos Souza,305.820.517-11,63,100878.0,2024-06-03,61-65,36,0.111,2024-06-03,0.87,3339.62,2350.01
131586,Maria Oliveira Santos,228.795.552-64,31,169637.0,2024-06-05,31-35,48,0.0095,2024-06-05,0.87,4347.71,2855.75
54437,Rosimeri Rodrigues Sande,453.621.712-67,91,24315.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,1226.06,336.13
50132,Charles Maia Pereira,935.401.531-01,81,162483.0,2024-06-04,81-85,108,0.838,2024-06-04,0.87,3306.04,530.83
156750,Alexandre Sande Albernaz,121.125.933-15,98,253123.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,9459.22,194.92
8119,Gloria Albernaz Oliveira,290.079.072-71,92,59279.0,2024-06-03,91+,120,2.79,2024-06-03,0.87,2199.05,29.44
28796,Marcelo Albernaz Oliveira,196.759.758-81,50,162032.0,2024-06-03,46-50,72,0.033,2024-06-03,0.87,3070.54,1607.39
97026,Charles Ferreira Costa,295.396.443-64,79,254134.0,2024-06-04,76-80,36,0.51,2024-06-04,0.87,9005.02,5497.97
15958,Irani Silva Cristina,318.145.174-64,25,126256.0,2024-06-03,21-25,108,0.0073,2024-06-03,0.87,1813.79,706.15
169847,Augusto Costa Santos,008.763.112-14,26,274310.0,2024-06-06,26-30,72,0.0091,2024-06-06,0.87,5158.12,2746.66
16747,Carlos Cristina Oliveira,502.915.416-74,21,283948.0,2024-06-03,21-25,72,0.0073,2024-06-03,0.87,5336.23,2845.15
10851,Fatima Maia Maia,141.494.374-16,73,63413.0,2024-06-03,71-75,84,0.33,2024-06-03,0.87,1202.42,441.46
65496,Carlos Pereira Albernaz,027.891.888-31,25,93852.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,2018.53,1195.17
78945,Alexandre Cunha Oliveira,198.390.932-74,47,231951.0,2024-06-04,46-50,120,0.033,2024-06-04,0.87,3173.63,1079.11
25301,Noemi Oliveira Silva,793.294.127-00,44,27710.0,2024-06-03,41-45,60,0.0195,2024-06-03,0.87,597.99,351.51
65908,Carlos Cristina Silva,948.981.886-05,22,266960.0,2024-06-04,21-25,48,0.0073,2024-06-04,0.87,6838.64,4496.6
75744,Charles Santos Souza,465.390.512-63,43,296210.0,2024-06-04,41-45,96,0.0195,2024-06-04,0.87,4601.07,1966.28
49793,Gloria Matos Maia,204.361.675-73,84,226573.0,2024-06-04,81-85,120,0.838,2024-06-04,0.87,4453.42,583.55
177920,Daniel Rodrigues Costa,846.840.205-25,49,134016.0,2024-06-06,46-50,72,0.033,2024-06-06,0.87,2539.63,1329.47
166937,Fatima Rodrigues Maia,254.050.788-32,21,150102.0,2024-06-06,21-25,84,0.0073,2024-06-06,0.87,2532.98,1216.14
159579,Daniel Santos Santos,761.665.711-78,72,72426.0,2024-06-06,71-75,120,0.33,2024-06-06,0.87,1142.02,272.91
11713,Alexandre Albernaz Prenda,099.586.278-84,64,139910.0,2024-06-03,61-65,48,0.111,2024-06-03,0.87,3668.72,2296.2
156780,Maria Sant' Anna Prenda,924.741.144-08,91,169184.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,6276.15,84.02
161023,Priscila Costa Prenda,617.058.251-09,73,180580.0,2024-06-06,71-75,96,0.33,2024-06-06,0.87,3178.19,1011.23
106723,Marcelo Santos Santos,663.702.590-98,96,220444.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,9123.87,1055.62
182445,Leticia Albernaz Sant' Anna,940.869.422-83,34,73511.0,2024-06-06,31-35,72,0.0095,2024-06-06,0.87,1382.48,735.95
87887,Charles Cristina Silva,609.880.554-73,69,98534.0,2024-06-04,66-70,108,0.18,2024-06-04,0.87,1529.7,495.09
17406,Pedro Cunha Sande,986.913.088-77,25,112096.0,2024-06-03,21-25,120,0.0073,2024-06-03,0.87,1514.3,530.88
68205,Maria Santos Matos,409.750.545-97,26,137465.0,2024-06-04,26-30,120,0.0091,2024-06-04,0.87,1858.67,650.22
105876,Daniel Prenda Silva,198.789.610-60,94,24935.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,959.47,46.85
56279,Marcelo Ferreira Silva,889.280.232-11,95,199682.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,7683.52,375.16
79159,Charles Maia Prenda,843.442.380-44,46,196712.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,3072.66,1296.35
165022,Ana Prenda Maia,336.284.497-90,24,295968.0,2024-06-06,21-25,48,0.0073,2024-06-06,0.87,7581.73,4985.2
128995,Igor Sant' Anna Costa,925.416.642-14,48,285739.0,2024-06-05,46-50,108,0.033,2024-06-05,0.87,4153.32,1573.1
13415,Telma Oliveira Maia,829.673.555-50,63,29515.0,2024-06-03,61-65,72,0.111,2024-06-03,0.87,573.53,283.99
183902,Igor Pereira Matos,527.849.076-43,87,251307.0,2024-06-06,86-90,60,1.27,2024-06-06,0.87,7476.71,2098.74
75325,João Prenda Costa,933.855.975-01,41,101190.0,2024-06-04,41-45,48,0.0195,2024-06-04,0.87,2599.32,1699.23
9183,Pedro Prenda Cunha,127.340.918-36,72,102664.0,2024-06-03,71-75,48,0.33,2024-06-03,0.87,2826.09,1594.12
4789,Alexandre Cristina Sant' Anna,199.984.646-09,99,135046.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,6809.56,1866.88
97375,Carlos Albernaz Cristina,587.257.744-33,76,280200.0,2024-06-04,76-80,48,0.51,2024-06-04,0.87,8021.54,4154.78
18698,Daniel Sant' Anna Matos,745.597.791-39,26,169920.0,2024-06-03,26-30,120,0.0091,2024-06-03,0.87,2297.5,803.73
147430,Charles Sant' Anna Ferreira,669.463.854-03,80,228186.0,2024-06-05,76-80,60,0.51,2024-06-05,0.87,5617.16,2468.19
63206,Pedro Costa Cunha,132.569.950-04,63,257190.0,2024-06-04,61-65,96,0.111,2024-06-04,0.87,4147.92,1624.89
124843,Fatima Matos Silva,376.894.396-83,41,22440.0,2024-06-05,41-45,72,0.0195,2024-06-05,0.87,423.39,223.79
2853,José Sant' Anna Souza,765.626.809-05,83,292332.0,2024-06-03,81-85,72,0.838,2024-06-03,0.87,7086.48,2093.45
19922,Fatima Pereira Maia,198.248.011-46,28,276004.0,2024-06-03,26-30,120,0.0091,2024-06-03,0.87,3731.87,1305.52
186421,Daniel Ferreira Oliveira,485.976.263-05,68,125970.0,2024-06-06,66-70,48,0.18,2024-06-06,0.87,3354.5,2031.81
47598,Samuel Ferreira Albernaz,358.912.561-69,79,196876.0,2024-06-03,76-80,60,0.51,2024-06-03,0.87,4846.42,2129.53
2139,Maria Ferreira Sande,864.967.229-94,85,250344.0,2024-06-03,81-85,60,0.838,2024-06-03,0.87,6701.86,2425.98
58635,Leticia Cunha Ferreira,857.151.389-90,71,165073.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,4544.06,2563.18
86747,Pedro Santos Cristina,973.550.505-32,67,162991.0,2024-06-04,66-70,60,0.18,2024-06-04,0.87,3675.26,1963.85
130143,Rosimeri Costa Maia,138.900.932-72,31,254788.0,2024-06-05,31-35,48,0.0095,2024-06-05,0.87,6530.08,4289.22
192382,Charles Prenda Souza,781.994.291-60,59,178599.0,2024-06-06,56-60,60,0.071,2024-06-06,0.87,3909.23,2228.61
80723,Augusto Sande Pereira,069.463.312-73,31,148971.0,2024-06-04,31-35,108,0.0095,2024-06-04,0.87,2142.27,832.07
157364,Leticia Rodrigues Silva,754.457.418-00,91,207035.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,7736.91,159.43
114752,Charles Rodrigues Silva,039.881.004-47,25,215416.0,2024-06-05,21-25,108,0.0073,2024-06-05,0.87,3094.66,1204.82
144513,Fatima Silva Oliveira,870.432.090-56,57,206048.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,3046.99,1108.08
97520,Telma Pereira Cunha,319.571.261-08,76,142307.0,2024-06-04,76-80,96,0.51,2024-06-04,0.87,2683.85,720.01
135075,Marcelo Silva Matos,448.531.870-22,89,252487.0,2024-06-05,86-90,60,1.27,2024-06-05,0.87,7511.82,2108.6
76615,Daniel Matos Sande,892.897.996-09,47,235753.0,2024-06-04,46-50,60,0.033,2024-06-04,0.87,5106.58,2977.73
144401,Marcelo Rodrigues Albernaz,702.802.353-21,60,219431.0,2024-06-05,56-60,96,0.071,2024-06-05,0.87,3481.57,1416.72
160730,Samuel Oliveira Sande,832.327.758-37,71,247830.0,2024-06-06,71-75,84,0.33,2024-06-06,0.87,4699.27,1725.31
129356,Samuel Ferreira Silva,766.409.122-52,50,186534.0,2024-06-05,46-50,108,0.033,2024-06-05,0.87,2711.34,1026.94
54382,Marcelo Matos Silva,443.887.514-56,94,175383.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,6554.07,135.05
176051,Samuel Sande Matos,904.175.593-48,44,287355.0,2024-06-06,41-45,60,0.0195,2024-06-06,0.87,6201.18,3645.16
83509,Maria Sande Rodrigues,318.051.130-38,86,219812.0,2024-06-04,86-90,36,1.27,2024-06-04,0.87,8818.93,4114.95
120061,Maria Rodrigues Costa,535.175.334-08,27,299899.0,2024-06-05,26-30,108,0.0091,2024-06-05,0.87,4311.89,1675.48
128607,Gloria Ferreira Prenda,504.978.165-55,46,57498.0,2024-06-05,46-50,48,0.033,2024-06-05,0.87,1481.49,962.28
7095,Carlos Maia Oliveira,149.940.705-04,92,63697.0,2024-06-03,91+,60,2.79,2024-06-03,0.87,2636.33,305.02
11625,Charles Souza Pereira,460.865.376-82,64,252983.0,2024-06-03,61-65,96,0.111,2024-06-03,0.87,4080.07,1598.31
107975,Ana Cristina Albernaz,877.851.045-73,94,118104.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,4544.5,221.89
175193,Daniel Ferreira Santos,129.038.344-82,41,30059.0,2024-06-06,41-45,48,0.0195,2024-06-06,0.87,772.14,504.77
27011,Maria Maia Ferreira,440.802.241-17,46,266100.0,2024-06-03,46-50,60,0.033,2024-06-03,0.87,5763.92,3361.04
56511,Carlos Sande Rodrigues,887.841.371-26,99,44938.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,1667.05,22.32
108042,Samuel Sande Costa,026.984.983-15,98,243916.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,10861.81,1934.48
64383,Marcelo Cunha Sant' Anna,297.070.222-30,25,91853.0,2024-06-04,21-25,120,0.0073,2024-06-04,0.87,1240.84,435.01
156593,Irani Costa Silva,979.052.119-75,92,223545.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,9252.21,1070.46
46920,Noemi Prenda Pereira,089.227.644-49,77,72390.0,2024-06-03,76-80,36,0.51,2024-06-03,0.87,2565.08,1566.1
8498,Irani Ferreira Sande,691.600.041-42,99,268324.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,10324.79,504.13
5179,Gloria Albernaz Costa,333.096.416-27,92,291427.0,2024-06-03,91+,72,2.79,2024-06-03,0.87,11533.07,866.84
46806,Gloria Maia Pereira,140.931.985-78,76,47758.0,2024-06-03,76-80,48,0.51,2024-06-03,0.87,1367.21,708.15
143736,Telma Matos Sant' Anna,963.150.377-12,58,142762.0,2024-06-05,56-60,72,0.071,2024-06-05,0.87,2738.74,1395.35
162816,Samuel Souza Oliveira,735.901.370-45,65,29267.0,2024-06-06,61-65,48,0.111,2024-06-06,0.87,767.44,480.33
170485,Rosimeri Pereira Ferreira,708.376.058-65,52,133436.0,2024-06-06,51-55,36,0.05,2024-06-06,0.87,4371.05,3143.44
140032,Augusto Albernaz Matos,364.798.085-41,37,154647.0,2024-06-05,36-40,36,0.0112,2024-06-05,0.87,5031.83,3669.08
70447,Telma Cunha Cunha,393.405.706-34,54,186472.0,2024-06-04,51-55,120,0.05,2024-06-04,0.87,2572.88,857.34
84482,Charles Pereira Costa,510.523.546-02,86,192581.0,2024-06-04,86-90,84,1.27,2024-06-04,0.87,4958.58,837.35
5329,Charles Sant' Anna Ferreira,056.752.596-19,93,110869.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,5590.46,1532.65
28198,Maria Albernaz Costa,688.210.583-95,49,197424.0,2024-06-03,46-50,60,0.033,2024-06-03,0.87,4276.35,2493.61
66968,Irani Silva Santos,352.011.566-22,24,276571.0,2024-06-04,21-25,36,0.0073,2024-06-04,0.87,8992.83,6566.47
33559,Carlos Ferreira Cunha,644.657.096-17,88,191414.0,2024-06-03,86-90,36,1.27,2024-06-03,0.87,7679.6,3583.34
90405,Alexandre Cunha Ferreira,245.074.872-50,37,107024.0,2024-06-04,36-40,108,0.0112,2024-06-04,0.87,1540.25,597.15
119084,Carlos Matos Souza,954.375.517-54,30,296638.0,2024-06-05,26-30,96,0.0091,2024-06-05,0.87,4587.9,1980.16
64860,Noemi Santos Sande,998.170.596-93,21,217156.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,4670.5,2765.39
160346,Marcelo Costa Sande,884.864.817-75,72,26551.0,2024-06-06,71-75,36,0.33,2024-06-06,0.87,912.62,594.01
194623,Pedro Sant' Anna Silva,564.143.709-32,56,183581.0,2024-06-06,56-60,48,0.071,2024-06-06,0.87,4770.82,3043.32
113591,Daniel Souza Souza,113.649.260-75,64,25933.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,454.63,200.23
62484,Gabriel Santos Silva,423.154.806-47,62,173120.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,2461.0,762.69
